x,y
0.0,12.483570765056164
0.5050505050505051,10.924840110305693
1.0101010101010102,16.470765922826693
1.5151515151515151,22.463634130524973
2.0202020202020203,15.293879591029784
2.5252525252525255,16.91012329606218
3.0303030303030303,27.59303377450665
3.5353535353535355,25.15030495889586
4.040404040404041,20.58192099961817
4.545454545454546,27.25825476338437
5.050505050505051,23.84452769755385
5.555555555555556,25.449129009926498
6.0606060606060606,30.603750751769564
6.565656565656566,21.44369978681202
7.070707070707071,24.001673463697465
7.575757575757576,31.430986596219384
8.080808080808081,30.794430256913742
8.585858585858587,39.04598413772384
9.090909090909092,34.550788713303035
9.595959595959597,33.645552200394256
10.101010101010102,49.651476167840094
10.606060606060607,42.81051243696127
11.111111111111112,45.89319657899518
11.616161616161618,40.047976240649895
12.121212121212121,46.06596516525288
12.626262626262626,50.95865335258974
13.131313131313131,46.26523413309051
13.636363636363637,55.514853728092
14.141414141414142,52.24933180293124
14.646464646464647,55.41021811972049
15.151515151515152,55.47631542370151
15.656565656565657,69.3624010235548
16.161616161616163,61.649685593482054
16.666666666666668,58.04477868855384
17.171717171717173,69.06221951001089
17.67676767676768,60.46143831580147
18.181818181818183,69.22613615684196
18.68686868686869,59.99962917858093
19.191919191919194,64.77321116964927
19.6969696969697,74.01460920964865
20.202020202020204,78.3387975464417
20.70707070707071,77.11946766857612
21.212121212121215,77.30054646684668
21.71717171717172,77.98943101700307
22.222222222222225,73.71850115927398
22.72727272727273,79.12805168529918
23.232323232323235,82.04024048863542
23.73737373737374,91.24520709069056
24.242424242424242,89.29384902359989
24.747474747474747,80.37671841510553
25.252525252525253,92.42850065505479
25.757575757575758,90.49883102216086
26.262626262626263,90.65579403887425
26.767676767676768,98.71494710077
27.272727272727273,102.42772488520704
27.77777777777778,103.54528948446989
28.282828282828284,96.30896288893733
28.78787878787879,100.57515024195605
29.292929292929294,105.39369089439157
29.7979797979798,110.23126098914716
30.303030303030305,104.57382578047053
30.80808080808081,107.65756370253952
31.313131313131315,104.67034533199006
31.81818181818182,105.83714869777847
32.323232323232325,117.49697254631444
32.82828282828283,121.83170519335918
33.333333333333336,116.30661605876502
33.83838383838384,123.30049277228841
34.343434343434346,121.70717002422808
34.84848484848485,118.2895527421259
35.35353535353536,124.93829115885522
35.85858585858586,132.4376575798046
36.36363636363637,126.18450616808661
36.86868686868687,135.803016258868
37.37373737373738,116.49723407551089
37.87878787878788,135.32163373399737
38.38383838383839,133.2635181694737
38.88888888888889,132.94940769211513
39.3939393939394,136.51940994328356
39.8989898989899,127.73892310376323
40.40404040404041,138.19456985374174
40.909090909090914,142.69465376664968
41.41414141414142,149.91472274896012
41.919191919191924,141.55006305004594
42.42424242424243,141.71510774310985
42.929292929292934,144.8649521558147
43.43434343434344,153.5669095784094
43.939393939393945,152.24981615435905
44.44444444444445,149.57342120338706
44.949494949494955,156.40472100395064
45.45454545454546,155.93993320128567
45.959595959595966,161.91393202337156
46.46464646464647,155.17660321748195
46.969696969696976,158.6647195700415
47.47474747474748,159.95865115353115
47.979797979797986,156.21777879469295
48.484848484848484,166.63211653683803
48.98989898989899,168.07295312857624
49.494949494949495,168.4094056670507
50.0,168.82706433312427
